Recommendation ID,Recommendation Category,Implementation Group,"Aggregate Risk Level (Network Exposure, Data Level, RTO, Audience)",Recommendation Description,"Policy Defined - From No Policy, to Informal Policy to Fully Approved Policy","Control Implemented - From not implemented, to somewhat implemented, to fully implemented","Control Automated - From not automated, to partially automated, to fully automated","Control Reported - From not reported on, to partially reported on, to fully reported on",Assigned To,Validation Date,Notes/Evidence,CIS v8 Safeguards,NIST CSF Subcategories,Details
AI-DLK-04,Layer 2: Data Link,IG 3,3-Low,Utilize AI Network Baseline Monitoring to detect anomalous network traffic patterns and alert on them,0,0,0,0,,,,"12.1, 13.4, 13.5","DE.CM, DE.AE","Detailed Description:
Implement Artificial Intelligence and Machine Learning (AI/ML) based network baseline monitoring tools to establish a profile of normal network traffic behavior. These tools continuously analyze data flows, protocol usage, and communication patterns, instantly alerting on deviations that signify unauthorized or malicious activity.

Why AI Compounds Risk:
Traditional, static threshold-based network monitoring is insufficient against AI-powered threats. Adversaries use AI to dynamically alter their attack signatures, mimic legitimate user traffic, and establish ""low-and-slow"" command and control (C2) channels or data exfiltration paths. Only an AI-driven defensive baseline can detect the subtle, evolving anomalies generated by AI-automated network infiltration and evasion tactics.

Examples:
1. Deploy Network Detection and Response (NDR) solutions that use unsupervised machine learning to dynamically baseline expected behavior for critical subnets and endpoints.
2. Configure automated alerts for zero-day anomalous behaviors, such as unexpected outbound data transfers (potential AI-driven data exfiltration) or unusual peer-to-peer communications.
3. Integrate AI-driven network telemetry with your SIEM/SOAR to automatically isolate endpoints demonstrating severe deviations from their learned baseline."
AI-NET-01,Layer 3: Network,IG 1,2-Medium,Mandate enterprise Secure Recursive DNS with encrypted lookups (DoH/DoT) backed by real-time “big data” threat intelligence to block malicious domains and resist DNS spoofing/hijacking,0,0,0,0,,,,9.2,PR.NW,"Detailed Description:
Implement enterprise-grade Secure Recursive DNS services that support encrypted lookups via DNS over HTTPS (DoH) or DNS over TLS (DoT). These services must be backed by real-time, large-scale (""big data"") threat intelligence to automatically block connections to newly registered malicious domains, botnet command-and-control servers, and phishing sites, while also protecting the integrity and privacy of DNS queries.

Why AI Compounds Risk:
AI dramatically accelerates the creation of malicious infrastructure. Adversaries use AI to automatically generate thousands of highly convincing typosquatted domains and dynamically alter domain generation algorithms (DGAs) in real-time to evade traditional blocklists. By the time static, legacy threat lists update, the AI-driven attack has already shifted to new domains. Real-time, big-data backed secure DNS is essential to detect and block these ephemeral, machine-speed domain variations before users can connect.

Examples:
1. Deploy an enterprise DNS security solution that supports real-time global threat intelligence, category controls, Newly Registered Domain (NRD) / Domain Generation Algorithm (DGA) protection, and API export to the SIEM.
2. Enforce encrypted DNS (DoH/DoT) configurations via Mobile Device Management (MDM) or Group Policy (GPO) to prevent local network hijacking and eavesdropping on DNS queries.
3. Block outbound port 53 and unapproved DoH/DoT IP addresses at the firewall to ensure all endpoints, including unmanaged IoT devices, are forced to use the organization's secure recursive DNS infrastructure."
AI-NET-02,Layer 3: Network,IG 1,2-Medium,Implement Strict Egress Filtering to stop C2 callbacks,0,0,0,0,,,,"4.4, 12.3",PR.NW,"Detailed Description:
Egress filtering is a security practice that monitors and controls outbound network traffic by examining data packets at network boundaries like firewalls or routers. Implementing strict filtering involves a default-deny stance where all outbound traffic is blocked unless it matches specific, authorized business rules, such as allowing only necessary ports like 80 (HTTP), 443 (HTTPS), or 53 (DNS) to known destinations. This stops command-and-control (C2) callbacks by preventing compromised internal systems from establishing communication channels with an attacker's external infrastructure, effectively neutralizing the attacker's ability to issue commands or exfiltrate data.

Why AI Compounds Risk:
AI exacerbates this risk by acting as a stealthy intermediary for C2 communications, a technique known as AI as a C2 Proxy. Attackers can prompt legitimate, trusted AI platforms to retrieve content from malicious URLs and return instructions within the AI's response, making malicious traffic blend in with normal HTTPS interactions with trusted services. This creates background noise that traditional network defenses often fail to detect, as the malware never contacts the attacker's infrastructure directly.

Examples:
1. Implement Application Layer Filtering using Deep Packet Inspection (DPI) to analyze the content of outbound packets, ensuring they conform to allowed protocols and detecting protocol tunneling.
2. Configure a Default-Deny policy on all network gateways and firewall appliances, explicitly permitting only essential services and ports required for business operations.
3. Route outbound web traffic through a Network Firewall or proxy server configured with strict domain allow lists and TLS interception to inspect encrypted traffic for suspicious data flows."
AI-NET-03,Layer 3: Network,IG 1,2-Medium,Configure firewall and DNS filtering blocklists to automatically drop traffic to Newly Registered and Parked Domains,0,0,0,0,,,,"4.4, 12.3",PR.NW,"Detailed Description:
Recommendation Explanation: This security measure involves configuring network defenses to automatically block connections to domains that have been recently registered (typically within the last 30 days) or are currently ""parked"" (registered but not yet hosting an active website). These domains are high-risk because they lack a historical reputation and are frequently used by threat actors to launch short-lived phishing campaigns, host malware, or act as command-and-control servers before they can be identified and blacklisted by traditional security feeds.

Why AI Compounds Risk:
AI Risk Exacerbation: Generative AI allows attackers to programmatically register and set up thousands of brand-adjacent domains at a scale and speed that overwhelms manual monitoring. AI can also instantly generate realistic, localized website content and phishing lures for these new domains, making them appear legitimate to users and traditional detectors while maintaining a clean reputation long enough to execute a breach.

Examples:
1. Point corporate DNS settings to a cloud-based DNS filtering provider that utilizes AI-driven threat intelligence to categorize and block the Newly Registered Domains (NRD) category by default.
2. Integrate a real-time NRD database feed into the corporate firewall's security services to automatically update blocklists and drop all outbound traffic directed to domains registered within a specific timeframe, such as the last 30 days.
3. Deploy endpoint security agents on remote devices that enforce DNS filtering policies, ensuring that traffic to parked or brand-new domains is blocked even when employees are working off-site and not protected by the office perimeter firewall."
AI-NET-08,Layer 3: Network,IG 2,1-High,Enforce gateway-only egress for AI model providers by blocking direct API access from general subnets at the firewall and SWG.,0,0,0,0,,,,"13.1, 13.2","PR.AC, PR.PT","Detailed Description:
Ensure that all outbound network traffic to external AI model providers (e.g., api.openai.com, anthropic.com) is strictly forced through the centralized AI Gateway. This requires configuring egress firewalls, Secure Web Gateways (SWG), and DNS policies to explicitly deny direct API access from general corporate subnets, developer endpoints, and unapproved servers.

Why AI Compounds Risk:
An AI Gateway (AI-APP-10) is only an effective chokepoint if traffic cannot bypass it. In real-world environments, developers and rogue applications frequently attempt to call external AI APIs directly using keys stored on their local laptops or in CI pipelines. If the network permits these direct outbound connections, it creates ""Shadow AI"" integrations that completely bypass the organization's prompt redaction, DLP layers, and centralized logging, leading to invisible data exfiltration and compliance violations.

Examples:
1. Configure the egress firewall or SWG to explicitly deny direct access to known AI model provider API domains/IPs from all general subnets, allowing egress only from the dedicated AI Gateway IP addresses.
2. Utilize CASB/SWG category controls to separate browser-based AI tool usage from programmatic API usage, applying strict routing rules to the latter.
3. Combine network restrictions with identity controls by refusing to distribute long-lived provider keys to individuals; instead, require workloads to authenticate via short-lived tokens minted by the gateway or federation."
AI-NET-04,Layer 3: Network,IG 2,2-Medium,Upgrade to AI-Enhanced Next-Gen Firewalls (NGFW) for behavioral and realtime threat blocking,0,0,0,0,,,,"4.4, 12.3",PR.NW,"Detailed Description:
AI-enhanced Next-Gen Firewalls (NGFW) integrate machine learning and intelligent detection engines to move beyond static, signature-based rules. They analyze real-time traffic data and build threat detection models to identify behavioral anomalies, unknown ""zero-day"" threats, and hidden malicious patterns within encrypted traffic without requiring decryption.

Why AI Compounds Risk:
AI exacerbates cybersecurity risks by increasing the velocity and scale of conventional attacks, such as phishing and vulnerability exploitation. Attackers use generative AI to create more evasive, adaptive malware and automate the probe of complex systems faster than human security teams can respond, rendering static defense perimeters ineffective.

Examples:
1. Deploy cloud-native AI firewalls to automatically discover and protect modern workloads across major cloud provider environments with inline, AI-powered threat prevention.
2. Integrate AI-driven behavioral models alongside existing NGFWs to observe live application behavior across containers and APIs, catching exploits and lateral movements that rule-based systems miss.
3. Implement specialized AI firewalls to protect internal generative AI applications and LLMs by monitoring and filtering prompts and responses for risks like prompt injection, data leakage, and toxic content."
AI-NET-05,Layer 3: Network,IG 2,2-Medium,Run Continuous Attack Surface Management (ASM) scans,0,0,0,0,,,,12.1,PR.NW,"Detailed Description:
Run Continuous Attack Surface Management (ASM) scans: This recommendation involves the constant, automated discovery and monitoring of an organization’s digital footprint to identify potential entry points for attackers. Unlike periodic assessments, ASM provides real-time visibility into all internal and external assets, including cloud services, shadow IT, and third-party integrations, allowing security teams to analyze, prioritize, and remediate vulnerabilities before they are exploited.

Why AI Compounds Risk:
AI exacerbation of risk: AI expands the attack surface by introducing new components like training data, models, and APIs that can be targeted via techniques such as prompt injection, data poisoning, and model inversion. Furthermore, AI enables ""shadow AI,"" where employees deploy unauthorized AI tools without security oversight, and allows attackers to automate the discovery of vulnerabilities at a much higher scale and speed.

Examples:
1. Automated Discovery of Shadow IT and AI: Implement a solution that continuously scans the corporate network and cloud environments to identify undocumented assets and unauthorized AI applications, bringing them under official security governance.
2. Risk-Based Prioritization: Use ASM tools to assign risk scores to discovered vulnerabilities based on asset criticality and real-world threat intelligence, ensuring IT teams focus on the most severe exposures first.
3. Integration with Security Workflows: Feed ASM data into Security Orchestration, Automation, and Response (SOAR) platforms to automatically trigger remediation actions, such as isolating a misconfigured cloud bucket or generating high-priority tickets for patching."
AI-NET-06,Layer 3: Network,IG 2,2-Medium,"Implement automated threat intelligence feeds from big data sources (e.g., large-scale MDR providers or crowd-sourced intelligence) to proactively block emerging AI-driven attacker infrastructure.",0,0,0,0,,,,7.2,"ID.RA, DE.CT","Detailed Description:
This recommendation involves integrating real-time, structured data streams from large-scale providers and community networks into a company's security stack. These feeds provide automated updates on malicious IP addresses, domains, and file hashes, allowing security tools to identify and block attacker infrastructure as soon as it is discovered. By leveraging ""big data"" sources like Managed Detection and Response (MDR) providers, organizations gain access to a broader, global view of the threat landscape that a single internal network cannot capture alone.

Why AI Compounds Risk:
AI exacerbates the risk because attackers use it to scale their operations at an unprecedented speed and complexity. AI-driven tools allow cybercriminals to automate the creation of polymorphic malware, generate highly personalized phishing content, and rapidly rotate their command-and-control infrastructure, making traditional, static defense methods ineffective.

Examples:
1. Integrate a STIX/TAXII-compliant threat intelligence platform with existing firewalls and Intrusion Prevention Systems (IPS) to automatically update blocklists based on real-time data from commercial and open-source feeds.
2. Configure a Security Information and Event Management (SIEM) system to ingest automated feeds from industry-specific Information Sharing and Analysis Centers (ISACs) to correlate external threat data with internal logs for faster incident triage.
3. Deploy a Security Orchestration, Automation, and Response (SOAR) playbook that uses threat intelligence to automatically quarantine endpoints or block suspicious network traffic when a high-confidence indicator of compromise is detected in the feed."
AI-NET-07,Layer 3: Network,IG 3,2-Medium,Enable hardware-accelerated Deep Learning (DL) on Next-Generation Firewalls (NGFW) for inline threat detection,0,0,0,0,,,,"4.4, 12.3",PR.NW,"Detailed Description:
Enable or deploy Next-Generation Firewalls (NGFWs) that utilize hardware-accelerated Deep Learning (DL) processors to analyze network traffic inline. This allows the firewall to perform real-time analysis of zero-day threats, advanced malware, and sophisticated C2 communications without introducing unacceptable latency. 

*Maturity Note:* This is considered an IG 3 (""nice-to-have"") control. The cost and complexity of hardware-accelerated DL appliances can be high, and the actual security return on investment heavily depends on the organization's perimeter architecture, overall traffic volumes, and capacity for inline TLS inspection.

Why AI Compounds Risk:
Adversaries are increasingly using AI to automatically generate heavily obfuscated malware and rapidly mutate command-and-control (C2) signatures to bypass static firewall rules and traditional cloud-based sandboxes. Cloud sandboxing introduces analysis delays, sometimes allowing the initial malicious payload through. Hardware-accelerated DL at the perimeter uses localized neural networks to analyze and block these highly evasive, AI-generated threats inline in milliseconds.

Examples:
1. Deploy NGFW appliances equipped with dedicated ML/DL processors to perform real-time, inline file analysis, blocking zero-day malware before it crosses the network perimeter.
2. Enable deep-learning-based network security modules on the firewall to detect and block sophisticated DNS tunneling or algorithmically generated domains (DGAs) inline.
3. Utilize inline DL to analyze encrypted traffic metadata (such as packet size and timing) to identify anomalous C2 beacons without always requiring full, resource-intensive TLS decryption."
AI-NET-08,Layer 3: Network,IG 3,2-Medium,Monitor BGP with Automated Route Hijacking Detection,0,0,0,0,,,,12.1,PR.NW,"Detailed Description:
Monitoring BGP with automated route hijacking detection involves using specialized software to continuously observe Border Gateway Protocol announcements for unauthorized or suspicious changes. These tools detect prefix hijacks, where an attacker falsely claims ownership of IP addresses, and path hijacks, where the routing path is manipulated to intercept traffic. Automated systems provide real-time alerts, event severity assessment, and visualization tools to help network operators quickly identify and mitigate incidents that could lead to data interception, man-in-the-middle attacks, or service outages.

Why AI Compounds Risk:
AI exacerbates BGP hijacking risks by enabling attackers to automate the discovery of vulnerable or unused IP prefixes and generate sophisticated, stealthy routing advertisements that mimic legitimate network behavior. Machine learning can be used to optimize the timing and scale of hijacks to evade traditional threshold-based detection, while AI-driven tools can more efficiently analyze intercepted traffic at scale to extract sensitive information or credentials.

Examples:
1. Deploy a dedicated BGP monitoring platform to receive near real-time alerts on unexpected origin AS changes or RPKI validation failures.
2. Implement Resource Public Key Infrastructure (RPKI) and Route Origin Validation (ROV) to cryptographically verify the legitimacy of BGP announcements and automatically drop invalid routes.
3. Integrate BGP stream data into a corporate Security Information and Event Management (SIEM) system to correlate routing anomalies with other internal network performance data and traffic patterns."
AI-LOG-01,Layer 4: Data,IG 1,2-Medium,"Establish policies and controls for AI prompt/chat retention, privacy masking, and strict access management for observability logs.",0,0,0,0,,,,"3.2, 8.12","PR.DS, DE.CM","Detailed Description:
Establish formal policies and technical controls for the retention, privacy masking, and access management of AI prompt logs, chat histories, and LLM tracing data.

Why AI Compounds Risk:
Users frequently overshare highly sensitive data—such as PII, PHI, proprietary source code, and corporate strategy—with AI chatbots and development tools. If prompts and chat histories are logged in plain text without strict retention limits or Role-Based Access Control (RBAC), the logging infrastructure (e.g., observability platforms, SIEMs) inadvertently becomes a massive, highly concentrated repository of the organization's most sensitive data, creating a prime target for exfiltration.

Examples:
1. Deploy data loss prevention (DLP) or masking tools to dynamically redact PII, credentials, and sensitive terms from prompts before they are written to observability logs or telemetry platforms.
2. Enforce aggressive data retention limits (e.g., 30 days maximum) on AI chat histories and prompt logs unless explicitly required for a specific compliance investigation.
3. Restrict access to raw LLM traces and prompt logs strictly to authorized security and debugging personnel, requiring Just-In-Time (JIT) access for any investigations."
AI-RAG-01,Layer 4: Data,IG 2,1-High,Implement RAG authorization enforcement and security trimming to ensure AI only synthesizes data the user is permitted to see.,0,0,0,0,,,,"3.3, 5.1","PR.AC, PR.DS","Detailed Description:
Implement strict access control mapping and ""security trimming"" within Retrieval-Augmented Generation (RAG) pipelines so the AI can only retrieve and synthesize information that the querying user is explicitly authorized to access. 

Why AI Compounds Risk:
Generative AI acts as a powerful aggregator. If an AI application has global read access to the backend document repository (e.g., SharePoint, Google Drive, Confluence, S3) and does not trim retrieval results based on the querying user's permissions, any employee could ask the chatbot for ""next quarter's layoff list,"" ""executive salary bands,"" or ""M&A strategy""—and the RAG pipeline would dutifully fetch and summarize it.

Examples:
1. Enforce pass-through authentication (e.g., OAuth delegation) so the RAG indexing and querying mechanisms assume the identity and exact file-level permissions of the end-user.
2. Implement access control lists (ACLs) directly within the vector database to cryptographically filter document chunks before prompt assembly.
3. Periodically audit RAG system service accounts to ensure they do not default to excessive, tenant-wide global read permissions across the enterprise."
AI-TRN-01,Layer 4: Transport,IG 1,2-Medium,Enforce Default-Deny Inbound Policies at the transport layer,0,0,0,0,,,,"12.2, 12.3",PR.NW,"Detailed Description:
Default-deny at the transport layer is a security framework where all inbound network traffic is blocked by default unless it matches a specific, predefined rule that explicitly allows it. Operating on a positive security model or whitelist approach, it ensures that only approved ports, protocols, and source IP addresses can interact with the network, thereby minimizing the attack surface and preventing unauthorized access from unknown threats.

Why AI Compounds Risk:
AI exacerbates network risks because AI models and their supporting infrastructure create expansive, non-static attack surfaces that are difficult to baseline with traditional security. Threat actors can use AI to automate the discovery of open ports or misconfigured rules, and the integration of third-party AI APIs often introduces hidden data dependencies and undeclared consumers that can be exploited if inbound traffic is not strictly controlled.

Examples:
1. Configure corporate firewalls and next-generation firewalls (NGFWs) with a final cleanup rule that explicitly denies all traffic not previously matched by a specific business-allowance rule.
2. Implement micro-segmentation within data centers or cloud environments to divide the network into isolated zones, applying default-deny policies to prevent lateral movement between sensitive AI training clusters and general user segments.
3. Deploy container orchestration network policies in containerized environments that use an empty podSelector to deny all ingress traffic to pods by default, requiring developers to explicitly define and document every necessary communication path."
AI-TRN-02,Layer 4: Transport,IG 2,2-Medium,Apply Intelligent Rate Limiting against high-speed port scans,0,0,0,0,,,,"12.2, 12.3",PR.NW,"Detailed Description:
Intelligent Rate Limiting against high-speed port scans is a dynamic security strategy that goes beyond static blocking by using algorithms to throttle or deny connection attempts that exceed a specific frequency. It monitors inbound traffic for patterns of rapid probing—where an attacker systematically checks multiple ports on one or more systems to identify open services—and automatically restricts the source to prevent resource exhaustion and reconnaissance.

Why AI Compounds Risk:
AI exacerbates this risk by enabling hackers to automate and accelerate the scanning process, reducing the window from vulnerability disclosure to exploitation to less than 48 hours or even minutes. AI-driven tools can also intelligently vary scan frequencies and sequences to mimic legitimate traffic, making traditional, static defense mechanisms less effective at distinguishing between benign network management and a malicious attack.

Examples:
1. Deploy AI-driven Network Detection and Response (NDR) solutions that use machine learning to establish a baseline of normal network behavior and automatically flag or block scanning patterns that deviate from that norm.
2. Configure Next-Generation Firewalls (NGFW) or API Gateways to implement ""sliding window"" or ""token bucket"" algorithms that cap the number of connection requests from a single IP address or geographic region within a specific timeframe.
3. Implement automated incident response playbooks that trigger an immediate block on source IPs or service accounts when they exceed high-confidence thresholds for failed connection attempts or sequential port probes."
AI-TRN-03,Layer 4: Transport,IG 3,2-Medium,Use Deep Packet Inspection (DPI) to identify mis-ported traffic,0,0,0,0,,,,"12.2, 12.3",PR.NW,"Detailed Description:
Deep Packet Inspection (DPI) analyzes both the header and the payload of data packets at the application layer to identify the specific service or application generating traffic, allowing it to detect ""mis-ported"" traffic where an application uses a non-standard port to evade traditional firewalls.

Why AI Compounds Risk:
AI exacerbates the risk of mis-ported traffic by enabling malware and unauthorized applications to dynamically change their communication patterns and signatures in real-time, making them significantly harder to detect using static, rule-based filtering.

Examples:
1. Deploy a Next-Generation Firewall (NGFW) with integrated DPI to automatically block unauthorized applications that attempt to communicate over standard web ports like 80 or 443.
2. Integrate AI-driven DPI engines into the network perimeter to baseline normal application behavior and identify anomalies that suggest a novel or zero-day threat is attempting to bypass security via port masquerading.
3. Implement a Zero Trust Policy Enforcement Point that uses DPI to verify the identity of the application and the user before allowing any traffic to pass, regardless of the port being utilized."
AI-TRN-04,Layer 4: Transport,IG 3,2-Medium,Deploy Stateful Protocol Anomaly Detection (IPS),0,0,0,0,,,,"12.2, 12.3",PR.NW,"Detailed Description:
Explanation: Stateful Protocol Anomaly Detection (IPS) is an intrusion prevention technology that combines stateful protocol analysis with anomaly detection. It uses vendor-developed universal profiles to track the state of network, transport, and application protocols, comparing observed events against accepted definitions of benign activity. This allows the system to identify deviations, such as unexpected command sequences or malformed requests, and take active measures like dropping malicious packets or terminating connections to prevent attacks.

Why AI Compounds Risk:
AI Risk Exacerbation: AI exacerbates cybersecurity risks by enabling attackers to automate the creation of sophisticated, rapidly evolving malware and polymorphic attacks that can mimic ""normal"" behavior. Because traditional anomaly detection often relies on static baselines, AI-driven attacks can subtly shift their patterns over time to stay below detection thresholds, potentially bypassing security controls that are not equipped with similarly advanced, real-time learning capabilities.

Examples:
1. Deploy a Network Intrusion Prevention System (NIPS) at the enterprise perimeter to inspect incoming application-layer traffic (e.g., HTTP, FTP, SMTP) against standardized protocol models to block non-compliant or malicious requests before they reach internal servers.
2. Integrate stateful protocol monitoring within Industrial Control Systems (ICS) to verify that communication between sensors and actuators follows expected state charts, such as ensuring an authentication state is reached before a privileged command is executed.
3. Configure a stateful firewall with deep packet inspection to monitor and log session states for connection-oriented protocols like TCP, automatically denying traffic that attempts to initiate a session with invalid flags or out-of-sequence packets."
AI-AUTH-01,Layer 5: Access Session,IG 1,1-High,Require possession factor before password factor in sign-on to limit brute force password compromise.,0,0,0,0,,,,"6.3, 6.4",PR.AA,"Detailed Description:
Enabling this feature requires users to verify their identity with a possession factor (e.g., hardware token, authenticator app) before any knowledge factor (i.e., Password, Security Question) during the sign-on process.

Why AI Compounds Risk:
AI accelerates credential stuffing and brute-force attacks by rapidly generating and testing vast volumes of passwords and security question answers. Traditional password-first flows allow these automated AI tools to validate credentials at scale before hitting MFA barriers.

Examples:
1. Configure your Identity Provider (IdP) to prompt for a FIDO2 hardware key or a push notification to a registered device as the initial authentication step.
2. Implement passwordless authentication flows where the possession factor (device + biometric/PIN) entirely replaces the initial password prompt.
3. Establish policies in Conditional Access to block legacy authentication protocols that do not support possession-first workflows."
AI-ACC-01,Layer 5: Access Session,IG 1,2-Medium,Enforce Aggressive Absolute & Idle Timeouts on sensitive apps,0,0,0,0,,,,"6.1, 6.8",PR.AA,"Detailed Description:
Recommendation Explanation: Enforcing aggressive absolute and idle timeouts involves setting strict time limits on how long a user session can remain active. Idle timeouts terminate a session after a brief period of inactivity to prevent unauthorized access to an unattended device, while absolute timeouts force a re-authentication after a fixed total duration, regardless of activity, to mitigate the risk of long-lived session hijacking.

Why AI Compounds Risk:
AI Risk Exacerbation: The rise of AI increases the risk of ""silent"" burnout and ""brain fry,"" where employees may leave sensitive sessions open while distracted by complex multitasking or ""work snacks"" during breaks. Furthermore, automated AI agents and ""vibe-coding"" can lead to rapid, high-volume data processing that, if left unchecked by session limits, could allow a compromised account to exfiltrate massive amounts of sensitive data before the breach is detected.

Examples:
1. Corporate Implementation Examples:
2. Configure Identity Provider (IdP) policies to trigger a 15-minute idle timeout and an 8-hour absolute timeout for all users accessing internal generative AI platforms or sensitive financial databases.
3. Implement conditional access rules that enforce ""aggressive aging"" timeouts on Security Gateways, automatically shortening session durations when system memory or connection tables reach a high-risk threshold like 80% capacity.
4. Use mobile device management (MDM) to enforce strict screen-lock timeouts and re-authentication requirements for any corporate application that processes proprietary AI training data or sensitive intellectual property."
AI-ACC-02,Layer 5: Access Session,IG 1,2-Medium,Implement Concurrent Login Restrictions,0,0,0,0,,,,"6.1, 6.8",PR.AA,"Detailed Description:
Implement Concurrent Login Restrictions is a security measure that limits the number of simultaneous active sessions a single user account can maintain across different devices or locations. This control prevents ""shadow access,"" where unauthorized users masquerade as legitimate ones, and ensures that user activity can be accurately attributed to a unique individual.

Why AI Compounds Risk:
AI exacerbates this risk because AI agents and autonomous browsers often operate with full user-level privileges, inheriting the user's digital identity across multiple SaaS applications and internal tools. These agents can perform background tasks, automated workflows, and internal reconnaissance without triggering traditional session-focused alerts or interactive login signals, effectively acting as an over-privileged insider threat.

Examples:
1. Use third-party identity management tools to define maximum session counts (e.g., limiting to 1 session for VPN or Wi-Fi) and set policies to either deny new logins or terminate the oldest active session when limits are reached.
2. Configure application-level settings to restrict concurrent logins per application or realm.
3. Implement Identity Provider (IDP) security features like IP filtering, certificate-based authentication, and automated session invalidation tokens that overwrite and expire previous sessions upon a new login from a different device."
AI-AUTH-02,Layer 5: Access Session,IG 1,2-Medium,Require advanced CAPTCHA on password reset requests to prevent automated abuse.,0,0,0,0,,,,6.5,PR.AA,"Detailed Description:
Implementing an advanced CAPTCHA (Completely Automated Public Turing test to tell Computers and Humans Apart) on password reset and account recovery forms prevents malicious actors from using automated scripts to trigger mass password reset emails, brute-force reset tokens, or perform account enumeration.

Why AI Compounds Risk:
AI and machine learning models are now highly capable of solving legacy text and image-based CAPTCHAs at scale. Furthermore, AI-driven automation frameworks can be deployed to overwhelm authentication endpoints with millions of reset requests, leading to SMS/email toll fraud, denial of service (MFA fatigue), or the interception of recovery codes. Organizations must deploy AI-resistant, behavioral-based CAPTCHAs to counter these intelligent bots.

Examples:
1. Integrate enterprise-grade, behavioral CAPTCHAs (like reCAPTCHA v3 or Cloudflare Turnstile) on all password reset and account recovery portals.
2. Combine CAPTCHA enforcement with strict rate limiting (e.g., maximum 3 reset requests per IP/account per hour).
3. Implement Web Application Firewall (WAF) bot-management rules to detect and block headless browsers attempting to interact with the recovery endpoints."
AI-AUTH-03,Layer 5: Access Session,IG 1,2-Medium,"Enable immediate, un-mutable out-of-band notifications for all critical account changes (e.g., password reset, MFA device addition).",0,0,0,0,,,,5.3,"PR.AA, DE.CM","Detailed Description:
Ensure that any sensitive changes to an account's security posture (such as adding a new MFA device, changing a password, or altering recovery methods) trigger an immediate, read-only alert sent to a secure, out-of-band channel (e.g., a push notification to an existing registered device or an email to a separate, confirmed address). These notifications must be un-mutable, meaning an attacker cannot suppress or turn them off even if they gain access to the account settings.

Why AI Compounds Risk:
AI-driven bots and automated scripts can execute account takeover (ATO) sequences—such as adding a rogue MFA device or swapping out recovery emails—within milliseconds of gaining initial access. Because these attacks occur at machine speed, immediate out-of-band notifications serve as a crucial human-in-the-loop tripwire, allowing the legitimate user or security team to detect and freeze the compromised account before the attacker establishes persistence.

Examples:
1. Configure your Identity Provider (IdP) to send mandatory, un-suppressible push alerts to a user's previously enrolled authenticator app whenever a new authentication method is added.
2. Implement automated ""one-click"" account-locking workflows within the notification (e.g., a ""This wasn't me, lock my account"" button) so users can instantly halt the attack.
3. Remove the ability for end-users to disable security alerts for their accounts within self-service portals."
AI-AUTH-04,Layer 5: Access Session,IG 1,2-Medium,Enable user enumeration prevention for authentication and account recovery workflows to obscure account existence.,0,0,0,0,,,,"6.2, 16.1",PR.AA,"Detailed Description:
Enabling user enumeration prevention ensures that authentication and recovery endpoints return generic, indistinguishable error messages regardless of whether an account actually exists. If a user doesn't exist or cannot sign in, the system provides a standard authenticator verification error rather than confirming the account's status.

Why AI Compounds Risk:
AI and automated botnets dramatically increase the speed and scale of reconnaissance. Attackers can feed massive datasets of scraped emails and credentials into AI tools to systematically probe IDP endpoints. By identifying which accounts are valid (enumeration), AI can immediately pivot to launching highly targeted, personalized spear-phishing campaigns or focused credential stuffing attacks specifically against those verified users.

Examples:
1. Configure the Identity Provider (IdP) to return a generic ""Authentication failed"" message for both bad usernames and bad passwords.
2. Standardize password reset messages (e.g., ""If that account exists, a recovery email has been sent"") rather than confirming ""User not found.""
3. Implement response-time normalization on authentication endpoints to prevent AI bots from using timing analysis to deduce whether an account exists based on server processing time."
AI-ACC-03,Layer 5: Access Session,IG 2,1-High,Enforce Aggressive Token Rotation: Implement automated rotation for all privileged credentials and shorten session token lifetimes to neutralize the persistence of AI-generated infostealers.,0,0,0,0,,,,"6.1, 6.8",PR.AA,"Detailed Description:
Aggressive token rotation involves automatically replacing refresh tokens every time they are used and significantly reducing the lifespan of active session tokens. By ensuring that each credential is valid for only a single use or a very narrow time window, organizations can invalidate stolen tokens before attackers can exploit them, effectively neutralizing the persistence of malware that harvests these secrets.

Why AI Compounds Risk:
AI exacerbates this risk by increasing the velocity and volume of non-human identity creation, which often leads to token sprawl and incomplete inventories. Furthermore, AI-generated infostealers can be developed more quickly and with more sophisticated evasion techniques, allowing them to silently scrape high-entropy tokens from AI configuration files and developer environments at scale.

Examples:
1. Configure OAuth 2.0 authorization servers to issue one-time-use refresh tokens that are immediately invalidated upon exchange for a new pair.
2. Set short access token lifetimes, such as 15 to 30 minutes, to shrink the window of opportunity for an attacker using a captured session.
3. Implement automated rotation for privileged non-human identities, such as service accounts and API keys, using centralized secrets management tools that track every creation and rotation event."
